meal_id,name,calories,lowsalt,lowcarb,lowfat,lowcholestrol,highprotein,caffeine,highfiber,glucose,shellfish,soy,dairyfree,egg,peanut,treenut,wheat,fish,diabeticfriendly,gluten,glutenfree,seafood,redmeat,whitemeat,vegan,lac_vegan,ovo_vegan,ovo_lac_vegan,pescetarian
5595,"Corn, solids and liquids, no salt added, canned, yellow, sweet",61,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5596,"Candies, COCOAVIA Chocolate Covered Almonds, MARS SNACKFOOD US",573,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
5597,"Raspberries, solids and liquids, heavy syrup pack, red, canned",91,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5598,"Cereals ready-to-eat, KELLOGG'S FROSTED RICE KRISPIES, KELLOGG",384,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5599,"Infant Formula, powder, Infant, Premium, ENFAMIL, MEAD JOHNSON",510,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5600,"KELLOGG'S, Frosted Wild Strawberry Toaster Pastries, POP-TARTS",391,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5601,"Lima beans, with salt, drained, boiled, cooked, immature seeds",123,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5602,"Cereals ready-to-eat, spoon-size, Shredded Wheat n' Bran, POST",339,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
5603,"Pork, raw, separable lean and fat, arm picnic, shoulder, fresh",193,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5604,"Veal, braised, cooked, pancreas, variety meats and by-products",256,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5605,"Lamb, braised, cooked, pancreas, variety meats and by-products",234,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5606,"Fish, smoked and canned (Alaska Native), chinook, king, salmon",150,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5607,"Broadbeans, with salt, drained, boiled, cooked, immature seeds",62,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5608,"Beans, with salt, drained, boiled, cooked, frozen, green, snap",28,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5609,"Soup, prepared with equal volume milk, canned, cream of potato",60,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5610,"Cereals ready-to-eat, Honey Almond Flax, KASHI GO LEAN CRUNCH!",379,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
5611,"Pork, raw, separable lean and fat, rump half, leg (ham), fresh",182,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5612,"Beans, without salt, boiled, cooked, mature seeds, small white",142,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5613,"Chicken, simmered, cooked, meat only, neck, broilers or fryers",179,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5614,"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",179,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5615,"Soup, prepared with equal volume milk, canned, cream of celery",66,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5616,"MORNINGSTAR FARMS California Turk'y Burger, unprepared, frozen",155,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5617,"Babyfood, organic, carrot and squash, apple, 2nd Foods, GERBER",64,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5618,"Beverages, prepared with water, decaffeinated, instant, coffee",2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5619,"Pork loin, lean only, cooked-roasted, bone-in, backribs, fresh",255,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5620,"Beef, raw, separable lean and fat, flat, imported, New Zealand",177,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5621,"Oil, all purpose salad or cooking, industrial and retail, corn",900,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5622,"Frostings, prepared with margarine, dry mix, creamy, chocolate",404,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5623,"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",430,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
5624,"Cereals ready-to-eat, STRAWBERRY FIELDS, KASHI ORGANIC PROMISE",358,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5625,"CAMPBELL'S CHUNKY Soups, Slow Roasted Beef with Mushrooms Soup",48,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5626,"CAMPBELL'S CHUNKY Soups, Grilled Steak- Steak Chili with Beans",81,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5627,"MARTHA WHITE FOODS, dry, Martha White's Buttermilk Biscuit Mix",388,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5628,"Potatoes, without salt, drained, boiled, cooked, whole, frozen",65,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5629,"Soup, prepared with equal volume water, canned, vegetable beef",31,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5630,"CAMPBELL'S CHUNKY Soups, Baked Potato with Steak & Cheese Soup",82,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5631,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Red Berries, KELLOGG",358,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5632,"Potatoes, home-prepared from recipe using margarine, au gratin",132,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5633,"Soup, prepared with equal volume water, canned, chicken noodle",24,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5634,"Beverages, prepared with water, sweetened, lemon, instant, tea",35,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5635,"Fast Food, thick crust, cheese topping, 14"" pizza, Pizza Chain",271,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5636,"Crustaceans, moist heat, cooked, wild, mixed species, crayfish",82,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
5637,"Cereals ready-to-eat, HONEY CLUSTERS, FIBER ONE, GENERAL MILLS",323,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5638,"Beef, braised, cooked, pancreas, variety meats and by-products",271,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5639,"Veal, roasted, cooked, separable lean and fat, blade, shoulder",186,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5640,"Veal, roasted, cooked, separable lean and fat, leg (top round)",160,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5641,"Veal, braised, cooked, separable lean and fat, leg (top round)",211,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5642,"Beans, without salt, boiled, cooked, mature seeds, red, kidney",127,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5643,"Pork, roasted, cooked, separable lean and fat, backribs, fresh",292,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5644,"Pigeonpeas, with salt, drained, boiled, cooked, immature seeds",111,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5645,"Chicken, raw, with added solution, meat only, thigh, dark meat",110,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5646,"Milk, with blend of hydrogenated vegetable oils, fluid, filled",63,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5647,"Babyfood, prepared with whole milk, with bananas, rice, cereal",86,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5648,"Babyfood, strained, with applesauce and bananas, mixed, cereal",82,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5649,"Fast foods, plain, boneless pieces, breaded and fried, chicken",307,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5650,"DIGIORNO Pizza, baked, frozen, rising crust, pepperoni topping",265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
5651,"KELLOGG'S, Frosted Cookies & Creme Toaster Pastries, POP-TARTS",379,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5652,"Chicken, stewed, cooked, meat only, breast, broilers or fryers",151,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5653,"Cereals ready-to-eat, Date & Pecan, Raisin, GREAT GRAINS, POST",378,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5654,"Soup, single brand, ready-to-serve, chunky, potato ham chowder",80,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5655,"Beans, solids and liquids, no salt added, canned, yellow, snap",15,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5656,"Fish, drained solids, without salt, canned in oil, light, tuna",198,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5657,"Fish, drained solids, without salt, canned in oil, white, tuna",186,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5658,"Tortillas, without added calcium, flour, ready-to-bake or -fry",325,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
5659,"Formulated bar, mixed flavors, ZONE PERFECT CLASSIC CRUNCH BAR",422,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5660,"Beans, with salt, boiled, cooked, mature seeds, great northern",118,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5661,"Nuts, lightly salted, without peanuts, oil roasted, mixed nuts",607,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
5662,"Pork, braised, cooked, separable lean only, whole, loin, fresh",204,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5663,"Pork, roasted, cooked, separable lean only, whole, loin, fresh",209,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5664,"Pork, broiled, cooked, separable lean only, whole, loin, fresh",210,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5665,"PREGO Pasta, ready-to-serve, Mushroom and Garlic Italian Sauce",62,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5666,"Peas and onions, without salt, drained, boiled, cooked, frozen",45,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5667,"Chicken breast, prepackaged, sliced, rotisserie seasoned, deli",98,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5668,"Bread, enriched (includes corn muffin mix), dry mix, cornbread",418,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
5669,"Infant formula, ready-to-feed, low iron, ENFAMIL, MEAD JOHNSON",63,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5670,"GARDENBURGER Sun-Dried Tomato Basil Burger, unprepared, frozen",137,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5671,"SUNSHINE, Duoz Smoked Cheddar Monterey Jack Crackers, CHEEZ-IT",507,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5672,"Milk, with added vitamin A and vitamin D, instant, nonfat, dry",358,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5673,"Fast foods, large patty; with condiments, cheeseburger; single",269,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5674,"Fast foods, large patty; with condiments, cheeseburger; double",272,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5675,"Beverages, prepared with fat free milk, powder, chocolate malt",49,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5676,"Pork, unheated, separable fat (from ham and arm picnic), cured",579,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5677,"Cocoa, HERSHEY'S European Style Cocoa, unsweetened, dry powder",410,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5678,"Beverages, prepared with whole milk, powder, Eggnog-flavor mix",95,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5679,"Candies, M&M's MINIs Milk Chocolate Candies, MARS SNACKFOOD US",502,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5680,"Toaster Pastries, Frosted cherry, KELLOGG'S POP TARTS, KELLOGG",397,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5681,"Fast Food, thin crust, sausage topping, 14"" pizza, Pizza Chain",321,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5682,"Soup, prepared with equal volume water, canned, cream of onion",44,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5683,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",146,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
5684,"Pork, unheated, separable lean only, bone-in, rump, ham, cured",125,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5685,"Milk, with added vitamin A and vitamin D, regular, nonfat, dry",362,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5686,"CAMPBELL'S CHUNKY Soups, Fajita Chicken with Rice & Beans Soup",53,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5687,"CAMPBELL'S CHUNKY Soups, Chicken Broccoli Cheese & Potato Soup",86,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5688,"Soup, ready-to-serve, canned, reduced sodium, chunky vegetable",50,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5689,"Cereals ready-to-eat, KASHI GOLEAN CRISP Toasted Berry Crumble",368,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5690,"Veal, braised, cooked, separable lean and fat, blade, shoulder",225,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5691,"Soup, prepared with equal volume water, canned, bean with pork",63,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5692,"Margarine-like, soybean oil and butter, margarine-butter blend",727,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5693,"Squash, unprepared, frozen, crookneck and straightneck, summer",20,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5694,"Squash, without salt, drained, boiled, cooked, scallop, summer",16,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5695,"CAMPBELL'S Soup on the Go, HEALTHY REQUEST Classic Tomato Soup",39,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5696,"Sweet rolls, baked, refrigerated dough with frosting, cinnamon",362,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
5697,"Cereals ready-to-eat, MOTHER'S Toasted Oat Bran cereal, QUAKER",372,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5698,"Cereals, dry, with raisins and spice, fortified, instant, oats",360,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
5699,"CAMPBELL'S Red and White, condensed, Vegetarian Vegetable Soup",71,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5700,"Cheese, without added vitamin D, American, pasteurized process",371,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5701,"Veal, separable lean and fat, bone-in, hind, shank, Australian",144,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5702,"Beverages, citrus flavor, sugar-free, VAULT Zero, Energy drink",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
5703,"Cabbage, with salt, drained, boiled, cooked, chinese (pe-tsai)",14,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5704,"Onions, without salt, drained, boiled, cooked, chopped, frozen",28,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5705,"Babyfood, junior, with applesauce and bananas, oatmeal, cereal",75,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5706,"Macaroni and cheese dinner with dry sauce mix, uncooked, boxed",379,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5707,"Chicken, batter, fried, cooked, skin only, broilers or fryers",394,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5708,"Vegetables, with salt, drained, boiled, cooked, frozen, mixed",60,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5709,"Snacks, M&M's milk chocolate, KUDOS Whole Grain Bar, M&M MARS",415,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5710,"Beverages, prepared with water, powder, lemonade-flavor drink",27,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5711,"Beef, raw, all grades, separable lean and fat, chuck for stew",128,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5712,"Bread, made with nonfat dry milk, prepared from recipe, white",274,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5713,"Beverages, assorted flavors, calorie-free, Powerade Zero Ion4",0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5714,"Cereals ready-to-eat, QUAKER Honey Graham LIFE Cereal, QUAKER",373,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5715,"Margarine-like, sweetened, stick or tub, vegetable oil spread",534,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5716,"Fish, canned (Alaska Native), kippered, chinook, king, salmon",266,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5717,"Chicken, roasted, cooked, meat only, back, broilers or fryers",239,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5718,"MORNINGSTAR FARMS Mushroom Lover's Burger, unprepared, frozen",168,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5719,"Crustaceans, moist heat, cooked, mixed species, spiny lobster",143,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5720,"Beef, broiled, cooked, patty, 90% lean meat / 10% fat, ground",217,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5721,"Beef, broiled, cooked, patty, 85% lean meat / 15% fat, ground",250,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5722,"Beans, solids and liquids, seasoned, all styles, canned, snap",16,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5723,"Beef, pan-fried, cooked, liver, variety meats and by-products",175,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5724,"CAMPBELL'S HEALTHY REQUEST, condensed, Cream of Mushroom Soup",55,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5725,"Cereals ready-to-eat, Big Bite, KELLOGG'S FROSTED MINI-WHEATS",350,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
5726,"KEEBLER, Mini Brownies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",455,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5727,"Chicken, raw, meat only, thigh, dark meat, broilers or fryers",121,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5728,"Chicken, stewed, cooked, meat only, thigh, broilers or fryers",195,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5729,"CAMPBELL'S, condensed, 25% Less Sodium Cream of Mushroom Soup",89,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5730,"Soup, prepared with equal volume water, canned, beef mushroom",30,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5731,"Cereals ready-to-eat, KELLOGG'S KRAVE double chocolate cereal",397,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
5732,"Veal, pan-fried, cooked, brain, variety meats and by-products",213,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5733,"Lamb, braised, cooked, kidneys, variety meats and by-products",137,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5734,"Veal, braised, cooked, kidneys, variety meats and by-products",163,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5735,"Soup, prepared with equal volume water, canned, tomato bisque",50,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5736,"Chrysanthemum, without salt, drained, boiled, cooked, garland",20,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5737,"Pork, raw, chitterlings, variety meats and by-products, fresh",182,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5738,"Ravioli, canned, with tomato sauce or meat sauce, meat-filled",97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5739,"Fast foods, regular patty; with condiments, hamburger; single",263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5740,"Babyfood, strained, papaya and applesauce with tapioca, fruit",70,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5741,"Rice, with salt, enriched, cooked, regular, long-grain, white",130,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5742,"Beef, broiled, cooked, patty, 70% lean meat / 30% fat, ground",277,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5743,"MORNINGSTAR FARMS Spicy Black Bean Burger, unprepared, frozen",168,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5744,"Cereals ready-to-eat, Honey Toasted Oat, KASHI HEART TO HEART",364,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5745,"ON THE BORDER, cheese and lettuce, soft taco with ground beef",229,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5746,"Soup, prepared with equal volume water, canned, chicken broth",16,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5747,"Soup, prepared with equal volume water, canned, chicken gumbo",23,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
