,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
329,"Frankfurter, pork",100 g,269,24g,8.7g,66mg,816.00 mg,0,3.00 mcg,0.00 mcg,2.773 mg,0.509 mg,0.179 mg,0.593 mg,263.00 IU,79.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.49 mcg,0.322 mg,2.0 mg,0,0,0,0,267.00 mg,0.074 mg,3.70 mg,15.00 mg,0.016 mg,171.00 mg,264.00 mg,27.8 mcg,2.09 mg,12.81 g,0.747 g,0.814 g,1.142 g,0.155 g,1.916 g,0.739 g,0.470 g,0,0.571 g,1.001 g,1.122 g,0.320 g,0.503 g,0.602 g,0.526 g,0.561 g,0.150 g,0.423 g,0.678 g,0.28 g,0.1 g,0.00 g,0,0,0,0,0,0,23.68 g,8.719 g,10.890 g,2.233 g,66.00 mg,0.0 g,3.35 g,0.00 mg,0.00 mg,59.85 g
330,"Pomegranates, raw",100 g,83,1.2g,0.1g,0,3.00 mg,7.6 mg,38.00 mcg,0.00 mcg,0.293 mg,0.377 mg,0.053 mg,0.067 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.075 mg,10.2 mg,0.00 IU,0.60 mg,0.60 mg,16.4 mcg,10.00 mg,0.158 mg,0.30 mg,12.00 mg,0.119 mg,36.00 mg,236.00 mg,0.5 mcg,0.35 mg,1.67 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.70 g,4.0 g,13.67 g,0,0,0,0,0,0,1.17 g,0.120 g,0.093 g,0.079 g,0.00 mg,0.0 g,0.53 g,0.00 mg,0.00 mg,77.93 g
331,"Pears, raw, asian",100 g,42,0.2g,,0,0.00 mg,5.1 mg,8.00 mcg,0.00 mcg,0.219 mg,0.070 mg,0.010 mg,0.009 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,50.00 mcg,0,0.00 mcg,0.022 mg,3.8 mg,0.00 IU,0.12 mg,0.12 mg,4.5 mcg,4.00 mg,0.050 mg,0.00 mg,8.00 mg,0.060 mg,11.00 mg,121.00 mg,0.1 mcg,0.02 mg,0.50 g,0.017 g,0.009 g,0.098 g,0.005 g,0.036 g,0.014 g,0.005 g,0,0.014 g,0.025 g,0.017 g,0.006 g,0.013 g,0.016 g,0.018 g,0.013 g,0.005 g,0.004 g,0.018 g,10.65 g,3.6 g,7.05 g,0,0,0,0,0,0,0.23 g,0.012 g,0.049 g,0.055 g,0.00 mg,0.0 g,0.37 g,0.00 mg,0.00 mg,88.25 g
332,"Cookies, molasses",100 g,430,13g,3.2g,0,459.00 mg,8.4 mg,89.00 mcg,82.00 mcg,3.031 mg,0.411 mg,0.264 mg,0.355 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,2.00 mcg,0,0.00 mcg,0.104 mg,0.0 mg,0.00 IU,0.11 mg,0.11 mg,5.5 mcg,74.00 mg,0.373 mg,6.43 mg,52.00 mg,1.257 mg,95.00 mg,346.00 mg,5.6 mcg,0.45 mg,5.60 g,0.167 g,0.212 g,0.238 g,0.120 g,1.824 g,0.188 g,0.113 g,0,0.210 g,0.377 g,0.193 g,0.094 g,0.263 g,0.614 g,0.291 g,0.154 g,0.080 g,0.158 g,0.244 g,73.80 g,1.0 g,17.60 g,0,0,0,0,0,0,12.80 g,3.212 g,7.130 g,1.729 g,0.00 mg,0.0 g,2.00 g,0.00 mg,0.00 mg,5.80 g
333,"Cookies, fig bars",100 g,348,7.3g,1.1g,0,350.00 mg,14.6 mg,35.00 mcg,25.00 mcg,1.874 mg,0.364 mg,0.217 mg,0.158 mg,33.00 IU,9.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,8.00 mcg,0,0.09 mcg,0.075 mg,0.3 mg,0.00 IU,0.65 mg,0.65 mg,5.8 mcg,64.00 mg,0.147 mg,2.90 mg,27.00 mg,0.343 mg,62.00 mg,207.00 mg,3.3 mcg,0.39 mg,3.70 g,0.148 g,0.121 g,0.387 g,0.073 g,0.914 g,0.122 g,0.067 g,0,0.132 g,0.224 g,0.140 g,0.053 g,0.145 g,0.347 g,0.189 g,0.113 g,0.046 g,0.122 g,0.155 g,70.90 g,4.6 g,46.36 g,0,0,0,0,0,0,7.30 g,1.123 g,3.003 g,2.772 g,0.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,16.50 g
334,Liverwurst spread,100 g,305,25g,9.9g,118mg,700.00 mg,0,30.00 mcg,0.00 mcg,4.300 mg,2.950 mg,1.030 mg,0.272 mg,13636.00 IU,4091.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,13.46 mcg,0.190 mg,3.5 mg,0,0,0,0,22.00 mg,0.240 mg,8.85 mg,12.00 mg,0.155 mg,230.00 mg,170.00 mg,58.0 mcg,2.30 mg,12.38 g,0.830 g,0.812 g,1.164 g,0.149 g,2.195 g,1.096 g,0.448 g,0,0.653 g,1.139 g,1.155 g,0.285 g,0.617 g,0.850 g,0.694 g,0.671 g,0.151 g,0.362 g,0.857 g,5.89 g,2.5 g,1.65 g,0,0,0,0,0,0,25.45 g,9.925 g,12.286 g,2.427 g,118.00 mg,0.0 g,2.75 g,0.00 mg,0.00 mg,53.53 g
335,Roast beef spread,100 g,223,16g,6.4g,70mg,724.00 mg,0,8.00 mcg,0.00 mcg,4.200 mg,0,0.230 mg,0.020 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.38 mcg,0.150 mg,0.2 mg,0,0,0,0,23.00 mg,0.101 mg,2.06 mg,24.00 mg,0,116.00 mg,259.00 mg,22.6 mcg,6.08 mg,15.27 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73 g,0.2 g,0.71 g,0,0,0,0,0,0,16.28 g,6.400 g,5.587 g,0.427 g,70.00 mg,0.0 g,3.02 g,0.00 mg,0.00 mg,61.70 g
336,"Chard, raw, swiss",100 g,19,0.2g,,0,213.00 mg,18.0 mg,14.00 mcg,0.00 mcg,0.400 mg,0.172 mg,0.090 mg,0.040 mg,6116.00 IU,306.00 mcg,45.00 mcg,3647.00 mcg,0.00 mcg,11000.00 mcg,0,0.00 mcg,0.099 mg,30.0 mg,0.00 IU,1.89 mg,1.89 mg,830.0 mcg,51.00 mg,0.179 mg,1.80 mg,81.00 mg,0.366 mg,46.00 mg,379.00 mg,0.9 mcg,0.36 mg,1.80 g,0,0.117 g,0,0,0,0,0.036 g,0,0.147 g,0.130 g,0.099 g,0.019 g,0.110 g,0,0,0.083 g,0.017 g,0,0.110 g,3.74 g,1.6 g,1.10 g,0,0,0,0,0,0,0.20 g,0.030 g,0.040 g,0.070 g,0.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,92.66 g
337,"Goose, raw, liver",100 g,133,4.3g,1.6g,515mg,140.00 mg,0,738.00 mcg,0.00 mcg,6.500 mg,6.184 mg,0.892 mg,0.562 mg,30998.00 IU,9309.00 mcg,0,0,0,0,0,54.00 mcg,0.760 mg,4.5 mg,0,0,0,0,43.00 mg,7.522 mg,30.53 mg,24.00 mg,0.000 mg,261.00 mg,230.00 mg,68.1 mcg,3.07 mg,16.37 g,0.951 g,1.003 g,1.556 g,0.220 g,2.121 g,0.951 g,0.435 g,0,0.870 g,1.477 g,1.239 g,0.388 g,0.815 g,0.812 g,0.705 g,0.728 g,0.230 g,0.576 g,1.032 g,6.32 g,0.0 g,0,0,0,0,0,0,0,4.28 g,1.590 g,0.810 g,0.260 g,515.00 mg,0,1.25 g,0,0,71.78 g
338,"TACO BELL, Nachos",100 g,350,22g,2.2g,3mg,313.00 mg,0,10.00 mcg,0,0.630 mg,0.380 mg,0.133 mg,0.123 mg,21.00 IU,5.00 mcg,0.00 mcg,2.00 mcg,2.00 mcg,9.00 mcg,0,0.07 mcg,0.215 mg,0,0,4.08 mg,4.08 mg,7.5 mcg,63.00 mg,0.064 mg,0.75 mg,42.00 mg,0.187 mg,198.00 mg,362.00 mg,8.6 mcg,0.86 mg,4.32 g,0.292 g,0.208 g,0.344 g,0,0.916 g,0.146 g,0.135 g,0.000 g,0.187 g,0.521 g,0.156 g,0.094 g,0.229 g,0.531 g,0.219 g,0.156 g,0.042 g,0.135 g,0.250 g,34.91 g,3.2 g,2.17 g,0.00 g,0.00 g,0.00 g,1.63 g,0.00 g,0.53 g,21.50 g,2.173 g,14.020 g,5.040 g,3.00 mg,0,1.87 g,0,0,37.40 g
339,"Sausage, meatless",100 g,255,18g,2.9g,0,888.00 mg,69.7 mg,26.00 mcg,0.00 mcg,11.195 mg,0.323 mg,0.402 mg,2.343 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.828 mg,0.0 mg,0.00 IU,2.10 mg,2.10 mg,0.0 mcg,63.00 mg,0.250 mg,3.72 mg,36.00 mg,0.725 mg,225.00 mg,231.00 mg,7.4 mcg,1.46 mg,20.28 g,0.853 g,1.519 g,2.307 g,0.305 g,4.215 g,0.821 g,0.519 g,0,0.970 g,1.587 g,1.262 g,0.253 g,1.061 g,1.116 g,1.087 g,0.785 g,0.279 g,0.694 g,1.029 g,8.09 g,2.8 g,0.00 g,0,0,0,0,0,0,18.16 g,2.926 g,4.498 g,9.279 g,0.00 mg,0.0 g,3.07 g,0.00 mg,0.00 mg,50.40 g
340,"Frankfurter, meat",100 g,290,26g,7.7g,77mg,1090.00 mg,0,6.00 mcg,0.00 mcg,2.665 mg,0.310 mg,0.121 mg,0.055 mg,0.00 IU,0.00 mcg,0,0,0,0,0,1.57 mcg,0.166 mg,0.0 mg,0,0.19 mg,0.19 mg,0,99.00 mg,0.097 mg,1.09 mg,15.00 mg,0.045 mg,206.00 mg,152.00 mg,12.5 mcg,1.20 mg,10.26 g,0.620 g,0.691 g,1.023 g,0.110 g,1.645 g,0.488 g,0.331 g,0,0.530 g,0.907 g,0.963 g,0.291 g,0.445 g,0.434 g,0.412 g,0.474 g,0.111 g,0.376 g,0.555 g,4.17 g,0.0 g,0,0,0,0,0,0,0,25.76 g,7.666 g,11.386 g,4.404 g,77.00 mg,0.0 g,3.50 g,0.00 mg,0.00 mg,56.31 g
341,"Rice flour, brown",100 g,363,2.8g,0.6g,0,8.00 mg,0,16.00 mcg,0.00 mcg,6.340 mg,1.591 mg,0.080 mg,0.443 mg,0.00 IU,0,0,0,0,0,0,0.00 mcg,0.736 mg,0.0 mg,0.00 IU,0.60 mg,0.60 mg,0,11.00 mg,0.230 mg,1.98 mg,112.00 mg,4.013 mg,337.00 mg,289.00 mg,0,2.45 mg,7.23 g,0.422 g,0.548 g,0.677 g,0.088 g,1.473 g,0.356 g,0.184 g,0,0.306 g,0.598 g,0.276 g,0.163 g,0.373 g,0.339 g,0.374 g,0.265 g,0.092 g,0.271 g,0.424 g,76.48 g,4.6 g,0.66 g,0,0,0,0,0,0,2.78 g,0.557 g,1.008 g,0.996 g,0.00 mg,0.0 g,1.54 g,0,0,11.97 g
342,"Peppermint, fresh",100 g,70,0.9g,0.2g,0,31.00 mg,0,114.00 mcg,0.00 mcg,1.706 mg,0.338 mg,0.266 mg,0.082 mg,4248.00 IU,212.00 mcg,0,0,0,0,0,0.00 mcg,0.129 mg,31.8 mg,0.00 IU,0,0,0,243.00 mg,0.329 mg,5.08 mg,80.00 mg,1.176 mg,73.00 mg,569.00 mg,0,1.11 mg,3.75 g,0.195 g,0.173 g,0.443 g,0.041 g,0.409 g,0.180 g,0.075 g,0,0.154 g,0.281 g,0.161 g,0.053 g,0.191 g,0.154 g,0.146 g,0.154 g,0.058 g,0.113 g,0.187 g,14.89 g,8.0 g,0,0,0,0,0,0,0,0.94 g,0.246 g,0.033 g,0.508 g,0.00 mg,0,1.76 g,0,0,78.65 g
343,"Vinegar, red wine",100 g,19,0g,,0,8.00 mg,0,0,0,0,0,0,0,0.00 IU,0.00 mcg,0,0,0,0,0,0,0,0.5 mg,0,0,0,0,6.00 mg,0.010 mg,0.45 mg,4.00 mg,0.046 mg,8.00 mg,39.00 mg,0,0.03 mg,0.04 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27 g,0.0 g,0.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0,0,0,0,0.17 g,0,0,94.47 g
344,"Vinegar, balsamic",100 g,88,0g,,0,23.00 mg,0,0,0,0,0,0,0,0.00 IU,0.00 mcg,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,27.00 mg,0.026 mg,0.72 mg,12.00 mg,0.131 mg,19.00 mg,112.00 mg,0,0.08 mg,0.49 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03 g,0,14.95 g,7.38 g,0.00 g,7.57 g,0.00 g,0.00 g,0.00 g,0.00 g,0.000 g,0,0,0,0,0.37 g,0,0,76.45 g
